"musician","support","dem","hillary.clinton","bernie.sanders","squad";"vs","better","race","vote"; 0.875
"musician","support","better","vote","squad","race";"vs","dem","hillary.clinton","bernie.sanders"; 1.0
"musician","support","better","bernie.sanders","vote","race";"vs","dem","hillary.clinton","squad"; 1.0
"musician","support","better","bernie.sanders","squad","vote";"vs","dem","hillary.clinton","race"; 1.0
"musician","support","better","bernie.sanders","squad","race";"vs","dem","hillary.clinton","vote"; 1.0
"musician","support","better","hillary.clinton","vote","race";"vs","dem","bernie.sanders","squad"; 1.0
"musician","support","better","hillary.clinton","vote","squad";"vs","dem","bernie.sanders","race"; 1.0
"musician","support","better","hillary.clinton","squad","race";"vs","dem","bernie.sanders","vote"; 1.0
"musician","support","better","hillary.clinton","bernie.sanders","vote";"vs","dem","squad","race"; 1.0
"musician","support","better","hillary.clinton","bernie.sanders","race";"vs","dem","squad","vote"; 1.0
"musician","support","better","hillary.clinton","bernie.sanders","squad";"vs","dem","race","vote"; 1.0
"musician","support","better","dem","vote","squad";"vs","hillary.clinton","bernie.sanders","race"; 0.875
"musician","support","better","dem","bernie.sanders","vote";"vs","hillary.clinton","squad","race"; 0.875
"musician","support","better","dem","bernie.sanders","squad";"vs","hillary.clinton","race","vote"; 0.875
"musician","support","better","dem","hillary.clinton","vote";"vs","bernie.sanders","squad","race"; 0.875
"musician","support","better","dem","hillary.clinton","squad";"vs","bernie.sanders","race","vote"; 0.875
"musician","support","better","dem","hillary.clinton","bernie.sanders";"vs","squad","race","vote"; 0.875
"musician","vs","bernie.sanders","squad","race","vote";"support","better","dem","hillary.clinton"; 1.0
"musician","vs","hillary.clinton","vote","squad","race";"support","better","dem","bernie.sanders"; 1.0
"musician","vs","hillary.clinton","bernie.sanders","vote","race";"support","better","dem","squad"; 1.0
"musician","vs","hillary.clinton","bernie.sanders","squad","vote";"support","better","dem","race"; 1.0
"musician","vs","hillary.clinton","bernie.sanders","squad","race";"support","better","dem","vote"; 1.0
"musician","vs","dem","bernie.sanders","squad","vote";"support","better","hillary.clinton","race"; 0.875
"musician","vs","dem","hillary.clinton","vote","squad";"support","better","bernie.sanders","race"; 0.875
"musician","vs","dem","hillary.clinton","bernie.sanders","vote";"support","better","squad","race"; 0.875
"musician","vs","dem","hillary.clinton","bernie.sanders","squad";"support","better","race","vote"; 0.875
"musician","vs","better","vote","squad","race";"support","dem","hillary.clinton","bernie.sanders"; 1.0
"musician","vs","better","bernie.sanders","vote","race";"support","dem","hillary.clinton","squad"; 1.0
"musician","vs","better","bernie.sanders","squad","vote";"support","dem","hillary.clinton","race"; 1.0
"musician","vs","better","bernie.sanders","squad","race";"support","dem","hillary.clinton","vote"; 1.0
"musician","vs","better","hillary.clinton","vote","race";"support","dem","bernie.sanders","squad"; 1.0
"musician","vs","better","hillary.clinton","vote","squad";"support","dem","bernie.sanders","race"; 1.0
"musician","vs","better","hillary.clinton","squad","race";"support","dem","bernie.sanders","vote"; 1.0
"musician","vs","better","hillary.clinton","bernie.sanders","vote";"support","dem","squad","race"; 1.0
"musician","vs","better","hillary.clinton","bernie.sanders","race";"support","dem","squad","vote"; 1.0
"musician","vs","better","hillary.clinton","bernie.sanders","squad";"support","dem","race","vote"; 1.0
"musician","vs","better","dem","vote","squad";"support","hillary.clinton","bernie.sanders","race"; 0.875
"musician","vs","better","dem","bernie.sanders","vote";"support","hillary.clinton","squad","race"; 0.875
"musician","vs","better","dem","bernie.sanders","squad";"support","hillary.clinton","race","vote"; 0.875
"musician","vs","better","dem","hillary.clinton","vote";"support","bernie.sanders","squad","race"; 0.875
"musician","vs","better","dem","hillary.clinton","squad";"support","bernie.sanders","race","vote"; 0.875
"musician","vs","better","dem","hillary.clinton","bernie.sanders";"support","squad","race","vote"; 0.875
"musician","vs","support","vote","squad","race";"better","dem","hillary.clinton","bernie.sanders"; 1.0
"musician","vs","support","bernie.sanders","vote","race";"better","dem","hillary.clinton","squad"; 1.0
"musician","vs","support","bernie.sanders","squad","vote";"better","dem","hillary.clinton","race"; 1.0
"musician","vs","support","bernie.sanders","squad","race";"better","dem","hillary.clinton","vote"; 1.0
"musician","vs","support","hillary.clinton","vote","race";"better","dem","bernie.sanders","squad"; 1.0
"musician","vs","support","hillary.clinton","vote","squad";"better","dem","bernie.sanders","race"; 1.0
"musician","vs","support","hillary.clinton","squad","race";"better","dem","bernie.sanders","vote"; 1.0
"musician","vs","support","hillary.clinton","bernie.sanders","vote";"better","dem","squad","race"; 1.0
"musician","vs","support","hillary.clinton","bernie.sanders","race";"better","dem","squad","vote"; 1.0
"musician","vs","support","hillary.clinton","bernie.sanders","squad";"better","dem","race","vote"; 1.0
"musician","vs","support","dem","vote","squad";"better","hillary.clinton","bernie.sanders","race"; 0.875
"musician","vs","support","dem","bernie.sanders","vote";"better","hillary.clinton","squad","race"; 0.875
"musician","vs","support","dem","bernie.sanders","squad";"better","hillary.clinton","race","vote"; 0.875
"musician","vs","support","dem","hillary.clinton","vote";"better","bernie.sanders","squad","race"; 0.875
"musician","vs","support","dem","hillary.clinton","squad";"better","bernie.sanders","race","vote"; 0.875
"musician","vs","support","dem","hillary.clinton","bernie.sanders";"better","squad","race","vote"; 0.875
"musician","vs","support","better","vote","race";"dem","hillary.clinton","bernie.sanders","squad"; 1.0
"musician","vs","support","better","vote","squad";"dem","hillary.clinton","bernie.sanders","race"; 1.0
"musician","vs","support","better","squad","race";"dem","hillary.clinton","bernie.sanders","vote"; 1.0
"musician","vs","support","better","bernie.sanders","vote";"dem","hillary.clinton","squad","race"; 1.0
"musician","vs","support","better","bernie.sanders","race";"dem","hillary.clinton","squad","vote"; 1.0
"musician","vs","support","better","bernie.sanders","squad";"dem","hillary.clinton","race","vote"; 1.0
"musician","vs","support","better","hillary.clinton","vote";"dem","bernie.sanders","squad","race"; 1.0
"musician","vs","support","better","hillary.clinton","race";"dem","bernie.sanders","squad","vote"; 1.0
"musician","vs","support","better","hillary.clinton","squad";"dem","bernie.sanders","race","vote"; 1.0
"musician","vs","support","better","hillary.clinton","bernie.sanders";"dem","squad","race","vote"; 1.0
"musician","vs","support","better","dem","vote";"hillary.clinton","bernie.sanders","squad","race"; 0.875
"musician","vs","support","better","dem","squad";"hillary.clinton","bernie.sanders","race","vote"; 0.875
"musician","vs","support","better","dem","bernie.sanders";"hillary.clinton","squad","race","vote"; 0.875
"musician","vs","support","better","dem","hillary.clinton";"bernie.sanders","squad","race","vote"; 0.875
"hillary.clinton","bernie.sanders","squad","race","vote";"musician","vs","support","better","dem"; 1.0
"dem","hillary.clinton","bernie.sanders","squad","vote";"musician","vs","support","better","race"; 0.875
"better","bernie.sanders","squad","race","vote";"musician","vs","support","dem","hillary.clinton"; 1.0
"better","hillary.clinton","vote","squad","race";"musician","vs","support","dem","bernie.sanders"; 1.0
"better","hillary.clinton","bernie.sanders","vote","race";"musician","vs","support","dem","squad"; 1.0
"better","hillary.clinton","bernie.sanders","vote","squad";"musician","vs","support","dem","race"; 1.0
"better","hillary.clinton","bernie.sanders","squad","race";"musician","vs","support","dem","vote"; 1.0
"better","dem","bernie.sanders","squad","vote";"musician","vs","support","hillary.clinton","race"; 0.875
"better","dem","hillary.clinton","vote","squad";"musician","vs","support","bernie.sanders","race"; 0.875
"better","dem","hillary.clinton","bernie.sanders","vote";"musician","vs","support","squad","race"; 0.875
"better","dem","hillary.clinton","bernie.sanders","squad";"musician","vs","support","race","vote"; 0.875
"support","bernie.sanders","squad","race","vote";"musician","vs","better","dem","hillary.clinton"; 1.0
"support","hillary.clinton","vote","squad","race";"musician","vs","better","dem","bernie.sanders"; 1.0
"support","hillary.clinton","bernie.sanders","vote","race";"musician","vs","better","dem","squad"; 1.0
"support","hillary.clinton","bernie.sanders","vote","squad";"musician","vs","better","dem","race"; 1.0
"support","hillary.clinton","bernie.sanders","squad","race";"musician","vs","better","dem","vote"; 1.0
"support","dem","bernie.sanders","squad","vote";"musician","vs","better","hillary.clinton","race"; 0.875
"support","dem","hillary.clinton","vote","squad";"musician","vs","better","bernie.sanders","race"; 0.875
"support","dem","hillary.clinton","bernie.sanders","vote";"musician","vs","better","squad","race"; 0.875
"support","dem","hillary.clinton","bernie.sanders","squad";"musician","vs","better","race","vote"; 0.875
"support","better","vote","squad","race";"musician","vs","dem","hillary.clinton","bernie.sanders"; 1.0
"support","better","bernie.sanders","vote","race";"musician","vs","dem","hillary.clinton","squad"; 1.0
"support","better","bernie.sanders","squad","vote";"musician","vs","dem","hillary.clinton","race"; 1.0
"support","better","bernie.sanders","squad","race";"musician","vs","dem","hillary.clinton","vote"; 1.0
"support","better","hillary.clinton","vote","race";"musician","vs","dem","bernie.sanders","squad"; 1.0
"support","better","hillary.clinton","vote","squad";"musician","vs","dem","bernie.sanders","race"; 1.0
"support","better","hillary.clinton","squad","race";"musician","vs","dem","bernie.sanders","vote"; 1.0
"support","better","hillary.clinton","bernie.sanders","vote";"musician","vs","dem","squad","race"; 1.0
"support","better","hillary.clinton","bernie.sanders","race";"musician","vs","dem","squad","vote"; 1.0
"support","better","hillary.clinton","bernie.sanders","squad";"musician","vs","dem","race","vote"; 1.0
"support","better","dem","vote","squad";"musician","vs","hillary.clinton","bernie.sanders","race"; 0.875
"support","better","dem","bernie.sanders","vote";"musician","vs","hillary.clinton","squad","race"; 0.875
"support","better","dem","bernie.sanders","squad";"musician","vs","hillary.clinton","race","vote"; 0.875
"support","better","dem","hillary.clinton","vote";"musician","vs","bernie.sanders","squad","race"; 0.875
"support","better","dem","hillary.clinton","squad";"musician","vs","bernie.sanders","race","vote"; 0.875
"support","better","dem","hillary.clinton","bernie.sanders";"musician","vs","squad","race","vote"; 0.875
"vs","bernie.sanders","squad","race","vote";"musician","support","better","dem","hillary.clinton"; 1.0
"vs","hillary.clinton","vote","squad","race";"musician","support","better","dem","bernie.sanders"; 1.0
"vs","hillary.clinton","bernie.sanders","vote","race";"musician","support","better","dem","squad"; 1.0
"vs","hillary.clinton","bernie.sanders","squad","vote";"musician","support","better","dem","race"; 1.0
"vs","hillary.clinton","bernie.sanders","squad","race";"musician","support","better","dem","vote"; 1.0
"vs","dem","bernie.sanders","squad","vote";"musician","support","better","hillary.clinton","race"; 0.875
"vs","dem","hillary.clinton","vote","squad";"musician","support","better","bernie.sanders","race"; 0.875
"vs","dem","hillary.clinton","bernie.sanders","vote";"musician","support","better","squad","race"; 0.875
"vs","dem","hillary.clinton","bernie.sanders","squad";"musician","support","better","race","vote"; 0.875
"vs","better","vote","squad","race";"musician","support","dem","hillary.clinton","bernie.sanders"; 1.0
"vs","better","bernie.sanders","vote","race";"musician","support","dem","hillary.clinton","squad"; 1.0
"vs","better","bernie.sanders","squad","vote";"musician","support","dem","hillary.clinton","race"; 1.0
"vs","better","bernie.sanders","squad","race";"musician","support","dem","hillary.clinton","vote"; 1.0
"vs","better","hillary.clinton","vote","race";"musician","support","dem","bernie.sanders","squad"; 1.0
"vs","better","hillary.clinton","vote","squad";"musician","support","dem","bernie.sanders","race"; 1.0
"vs","better","hillary.clinton","squad","race";"musician","support","dem","bernie.sanders","vote"; 1.0
"vs","better","hillary.clinton","bernie.sanders","vote";"musician","support","dem","squad","race"; 1.0
"vs","better","hillary.clinton","bernie.sanders","race";"musician","support","dem","squad","vote"; 1.0
"vs","better","hillary.clinton","bernie.sanders","squad";"musician","support","dem","race","vote"; 1.0
